President,Start Date,End Date,Approving,Disapproving,Unsure/NoData,Inaug,Days
Bush2,2004-04-16,2004-04-18,52,45,3,2001-01-20,1182
Bush2,2004-04-05,2004-04-08,52,45,3,2001-01-20,1171
Bush2,2004-03-26,2004-03-28,53,44,3,2001-01-20,1161
Bush2,2004-03-08,2004-03-11,50,47,3,2001-01-20,1143
Bush2,2004-03-05,2004-03-07,49,48,3,2001-01-20,1140
Bush2,2004-02-16,2004-02-17,51,46,3,2001-01-20,1122
Bush2,2004-02-09,2004-02-12,51,46,3,2001-01-20,1115
Bush2,2004-02-06,2004-02-08,52,44,4,2001-01-20,1112
Bush2,2004-01-29,2004-02-01,49,48,3,2001-01-20,1104
Bush2,2004-01-12,2004-01-15,53,44,3,2001-01-20,1087
Bush2,2004-01-09,2004-01-11,59,38,3,2001-01-20,1084
Bush2,2004-01-02,2004-01-05,60,35,5,2001-01-20,1077
Bush2,2003-12-15,2003-12-16,63,34,3,2001-01-20,1059
Bush2,2003-12-11,2003-12-14,56,41,3,2001-01-20,1055
Bush2,2003-12-05,2003-12-07,55,43,2,2001-01-20,1049
Bush2,2003-11-14,2003-11-16,50,47,3,2001-01-20,1028
Bush2,2003-11-10,2003-11-12,51,45,4,2001-01-20,1024
Bush2,2003-11-03,2003-11-05,54,43,3,2001-01-20,1017
Bush2,2003-10-24,2003-10-26,53,42,5,2001-01-20,1007
Bush2,2003-10-10,2003-10-12,56,40,4,2001-01-20,993
Bush2,2003-10-06,2003-10-08,55,42,3,2001-01-20,989
Bush2,2003-09-19,2003-09-21,50,47,3,2001-01-20,972
Bush2,2003-09-08,2003-09-10,52,43,5,2001-01-20,961
Bush2,2003-08-25,2003-08-26,59,37,4,2001-01-20,947
Bush2,2003-08-04,2003-08-06,60,36,4,2001-01-20,926
Bush2,2003-07-25,2003-07-27,58,38,4,2001-01-20,916
Bush2,2003-07-18,2003-07-20,59,38,3,2001-01-20,909
Bush2,2003-07-07,2003-07-09,62,34,4,2001-01-20,898
Bush2,2003-06-27,2003-06-29,61,36,3,2001-01-20,888
Bush2,2003-06-12,2003-06-15,63,33,4,2001-01-20,873
Bush2,2003-06-09,2003-06-10,62,34,4,2001-01-20,870
Bush2,2003-05-30,2003-06-01,64,32,4,2001-01-20,860
Bush2,2003-05-19,2003-05-21,66,30,4,2001-01-20,849
Bush2,2003-05-05,2003-05-07,69,28,3,2001-01-20,835
Bush2,2003-04-22,2003-04-23,70,26,4,2001-01-20,822
Bush2,2003-04-14,2003-04-16,71,24,5,2001-01-20,814
Bush2,2003-04-07,2003-04-09,69,26,5,2001-01-20,807
Bush2,2003-04-05,2003-04-06,70,27,3,2001-01-20,805
Bush2,2003-03-29,2003-03-30,71,26,3,2001-01-20,798
Bush2,2003-03-24,2003-03-25,69,27,4,2001-01-20,793
Bush2,2003-03-22,2003-03-23,71,25,4,2001-01-20,791
Bush2,2003-03-14,2003-03-15,58,38,4,2001-01-20,783
Bush2,2003-03-03,2003-03-05,57,37,6,2001-01-20,772
Bush2,2003-02-24,2003-02-26,57,37,6,2001-01-20,765
Bush2,2003-02-17,2003-02-19,58,37,5,2001-01-20,758
Bush2,2003-02-07,2003-02-09,61,34,5,2001-01-20,748
Bush2,2003-02-03,2003-02-06,59,35,6,2001-01-20,744
Bush2,2003-01-31,2003-02-02,61,35,4,2001-01-20,741
Bush2,2003-01-23,2003-01-25,60,36,4,2001-01-20,733
Bush2,2003-01-20,2003-01-22,58,36,6,2001-01-20,730
Bush2,2003-01-13,2003-01-16,61,34,5,2001-01-20,723
Bush2,2003-01-10,2003-01-12,58,37,5,2001-01-20,720
Bush2,2003-01-03,2003-01-05,63,32,5,2001-01-20,713
Bush2,2002-12-19,2002-12-22,61,32,7,2001-01-20,698
Bush2,2002-12-16,2002-12-17,63,33,4,2001-01-20,695
Bush2,2002-12-09,2002-12-10,63,32,5,2001-01-20,688
Bush2,2002-12-05,2002-12-08,64,29,7,2001-01-20,684
Bush2,2002-11-22,2002-11-24,65,28,7,2001-01-20,671
Bush2,2002-11-11,2002-11-14,66,26,8,2001-01-20,660
Bush2,2002-11-08,2002-11-10,68,27,5,2001-01-20,657
Bush2,2002-10-31,2002-11-03,63,29,8,2001-01-20,649
Bush2,2002-10-21,2002-10-22,67,28,5,2001-01-20,639
Bush2,2002-10-14,2002-10-17,62,31,7,2001-01-20,632
Bush2,2002-10-03,2002-10-06,67,28,5,2001-01-20,621
Bush2,2002-09-23,2002-09-26,68,26,6,2001-01-20,611
Bush2,2002-09-20,2002-09-22,66,30,4,2001-01-20,608
Bush2,2002-09-13,2002-09-16,70,26,4,2001-01-20,601
Bush2,2002-09-05,2002-09-08,66,30,4,2001-01-20,593
Bush2,2002-09-02,2002-09-04,66,29,5,2001-01-20,590
Bush2,2002-08-19,2002-08-21,65,28,7,2001-01-20,576
Bush2,2002-08-05,2002-08-08,68,26,6,2001-01-20,562
Bush2,2002-07-29,2002-07-31,71,23,6,2001-01-20,555
Bush2,2002-07-26,2002-07-28,69,26,5,2001-01-20,552
Bush2,2002-07-22,2002-07-24,69,24,7,2001-01-20,548
Bush2,2002-07-09,2002-07-11,73,21,6,2001-01-20,535
Bush2,2002-07-05,2002-07-08,76,18,6,2001-01-20,531
Bush2,2002-06-28,2002-06-30,76,19,5,2001-01-20,524
Bush2,2002-06-21,2002-06-23,73,21,6,2001-01-20,517
Bush2,2002-06-17,2002-06-19,74,20,6,2001-01-20,513
Bush2,2002-06-07,2002-06-08,74,18,8,2001-01-20,503
Bush2,2002-06-03,2002-06-06,70,23,7,2001-01-20,499
Bush2,2002-05-28,2002-05-29,77,17,6,2001-01-20,493
Bush2,2002-05-20,2002-05-22,76,17,7,2001-01-20,485
Bush2,2002-05-06,2002-05-09,76,19,5,2001-01-20,471
Bush2,2002-04-29,2002-05-01,77,20,3,2001-01-20,464
Bush2,2002-04-22,2002-04-24,77,17,6,2001-01-20,457
Bush2,2002-04-08,2002-04-11,75,20,5,2001-01-20,443
Bush2,2002-04-05,2002-04-07,76,19,5,2001-01-20,440
Bush2,2002-03-22,2002-03-24,79,17,4,2001-01-20,426
Bush2,2002-03-18,2002-03-20,79,16,5,2001-01-20,422
Bush2,2002-03-08,2002-03-09,80,14,6,2001-01-20,412
Bush2,2002-03-04,2002-03-07,77,18,5,2001-01-20,408
Bush2,2002-03-01,2002-03-03,81,14,5,2001-01-20,405
Bush2,2002-02-08,2002-02-10,82,14,4,2001-01-20,384
Bush2,2002-02-04,2002-02-06,82,14,4,2001-01-20,380
Bush2,2002-01-25,2002-01-27,84,13,3,2001-01-20,370
Bush2,2002-01-11,2002-01-14,83,13,4,2001-01-20,356
Bush2,2002-01-07,2002-01-09,84,12,4,2001-01-20,352
Bush2,2001-12-14,2001-12-16,86,11,3,2001-01-20,328
Bush2,2001-12-06,2001-12-09,86,10,4,2001-01-20,320
Bush2,2001-11-26,2001-11-27,87,8,5,2001-01-20,310
Bush2,2001-11-08,2001-11-11,87,9,4,2001-01-20,292
Bush2,2001-11-02,2001-11-04,87,9,4,2001-01-20,286
Bush2,2001-10-19,2001-10-21,88,9,3,2001-01-20,272
Bush2,2001-10-11,2001-10-14,89,8,3,2001-01-20,264
Bush2,2001-10-05,2001-10-06,87,10,3,2001-01-20,258
Bush2,2001-09-21,2001-09-22,90,6,4,2001-01-20,244
Bush2,2001-09-14,2001-09-15,86,10,4,2001-01-20,237
Bush2,2001-09-07,2001-09-10,51,39,10,2001-01-20,230
Bush2,2001-08-24,2001-08-26,55,36,9,2001-01-20,216
Bush2,2001-08-16,2001-08-19,57,34,9,2001-01-20,208
Bush2,2001-08-10,2001-08-12,57,35,8,2001-01-20,202
Bush2,2001-08-03,2001-08-05,55,35,10,2001-01-20,195
Bush2,2001-07-19,2001-07-22,56,33,11,2001-01-20,180
Bush2,2001-07-10,2001-07-11,57,35,8,2001-01-20,171
Bush2,2001-06-28,2001-07-01,52,34,14,2001-01-20,159
Bush2,2001-06-11,2001-06-17,55,33,12,2001-01-20,142
Bush2,2001-06-08,2001-06-10,55,35,10,2001-01-20,139
Bush2,2001-05-18,2001-05-20,56,36,8,2001-01-20,118
Bush2,2001-05-10,2001-05-14,56,31,13,2001-01-20,110
Bush2,2001-05-07,2001-05-09,53,33,14,2001-01-20,107
Bush2,2001-04-20,2001-04-22,62,29,9,2001-01-20,90
Bush2,2001-04-06,2001-04-08,59,30,11,2001-01-20,76
Bush2,2001-03-26,2001-03-28,53,29,18,2001-01-20,65
Bush2,2001-03-09,2001-03-11,58,29,13,2001-01-20,48
Bush2,2001-03-05,2001-03-07,63,22,15,2001-01-20,44
Bush2,2001-02-19,2001-02-21,62,21,17,2001-01-20,30
Bush2,2001-02-09,2001-02-11,57,25,18,2001-01-20,20
Bush2,2001-02-01,2001-02-04,57,25,18,2001-01-20,12
Clinton,2001-01-10,2001-01-14,66,29,5,1993-01-20,2912
Clinton,2001-01-05,2001-01-07,65,31,4,1993-01-20,2907
Clinton,2000-12-15,2000-12-17,66,32,2,1993-01-20,2886
Clinton,2000-12-02,2000-12-04,60,35,5,1993-01-20,2873
Clinton,2000-11-13,2000-11-15,63,33,4,1993-01-20,2854
Clinton,2000-10-25,2000-10-28,57,38,5,1993-01-20,2835
Clinton,2000-10-06,2000-10-09,58,37,5,1993-01-20,2816
Clinton,2000-09-11,2000-09-13,60,34,6,1993-01-20,2791
Clinton,2000-08-29,2000-09-03,62,35,3,1993-01-20,2778
Clinton,2000-08-18,2000-08-19,62,35,3,1993-01-20,2767
Clinton,2000-08-11,2000-08-12,58,39,3,1993-01-20,2760
Clinton,2000-08-04,2000-08-05,57,40,3,1993-01-20,2753
Clinton,2000-07-25,2000-07-26,57,39,4,1993-01-20,2743
Clinton,2000-07-14,2000-07-16,59,37,4,1993-01-20,2732
Clinton,2000-07-06,2000-07-09,59,36,5,1993-01-20,2724
Clinton,2000-06-22,2000-06-25,55,40,5,1993-01-20,2710
Clinton,2000-06-06,2000-06-07,60,36,4,1993-01-20,2694
Clinton,2000-05-18,2000-05-21,57,37,6,1993-01-20,2675
Clinton,2000-05-04,2000-05-07,57,36,7,1993-01-20,2661
Clinton,2000-04-28,2000-04-30,59,39,2,1993-01-20,2655
Clinton,2000-03-30,2000-04-02,62,34,4,1993-01-20,2626
Clinton,2000-03-17,2000-03-19,56,39,5,1993-01-20,2613
Clinton,2000-03-10,2000-03-12,63,34,3,1993-01-20,2606
Clinton,2000-02-25,2000-02-27,57,39,4,1993-01-20,2592
Clinton,2000-02-14,2000-02-15,62,34,4,1993-01-20,2581
Clinton,2000-02-04,2000-02-06,63,33,4,1993-01-20,2571
Clinton,2000-01-25,2000-01-26,64,32,4,1993-01-20,2561
Clinton,2000-01-17,2000-01-20,62,35,3,1993-01-20,2553
Clinton,2000-01-13,2000-01-16,59,37,4,1993-01-20,2549
Clinton,2000-01-07,2000-01-10,63,35,2,1993-01-20,2543
Clinton,1999-12-20,1999-12-21,57,36,7,1993-01-20,2525
Clinton,1999-12-09,1999-12-12,56,41,3,1993-01-20,2514
Clinton,1999-11-18,1999-11-21,59,36,5,1993-01-20,2493
Clinton,1999-11-04,1999-11-07,58,38,4,1993-01-20,2479
Clinton,1999-10-21,1999-10-24,59,36,5,1993-01-20,2465
Clinton,1999-10-08,1999-10-10,56,39,5,1993-01-20,2452
Clinton,1999-09-23,1999-09-26,59,38,3,1993-01-20,2437
Clinton,1999-09-10,1999-09-14,60,38,2,1993-01-20,2424
Clinton,1999-08-24,1999-08-26,60,35,5,1993-01-20,2407
Clinton,1999-08-16,1999-08-18,59,36,5,1993-01-20,2399
Clinton,1999-08-03,1999-08-04,60,35,5,1993-01-20,2386
Clinton,1999-07-22,1999-07-25,64,31,5,1993-01-20,2374
Clinton,1999-07-16,1999-07-18,58,38,4,1993-01-20,2368
Clinton,1999-07-13,1999-07-14,59,37,4,1993-01-20,2365
Clinton,1999-06-25,1999-06-27,57,41,2,1993-01-20,2347
Clinton,1999-06-11,1999-06-13,60,37,3,1993-01-20,2333
Clinton,1999-06-04,1999-06-05,60,35,5,1993-01-20,2326
Clinton,1999-05-23,1999-05-24,53,42,5,1993-01-20,2314
Clinton,1999-05-07,1999-05-09,60,35,5,1993-01-20,2298
Clinton,1999-04-30,1999-05-02,60,36,4,1993-01-20,2291
Clinton,1999-04-26,1999-04-27,60,35,5,1993-01-20,2287
Clinton,1999-04-13,1999-04-14,60,36,4,1993-01-20,2274
Clinton,1999-04-06,1999-04-07,59,35,6,1993-01-20,2267
Clinton,1999-03-30,1999-03-31,64,32,4,1993-01-20,2260
Clinton,1999-03-19,1999-03-21,64,33,3,1993-01-20,2249
Clinton,1999-03-12,1999-03-14,62,35,3,1993-01-20,2242
Clinton,1999-03-05,1999-03-07,68,28,4,1993-01-20,2235
Clinton,1999-02-26,1999-02-28,66,31,3,1993-01-20,2228
Clinton,1999-02-19,1999-02-21,66,30,4,1993-01-20,2221
Clinton,1999-02-12,1999-02-13,68,30,2,1993-01-20,2214
Clinton,1999-02-04,1999-02-08,65,33,2,1993-01-20,2206
Clinton,1999-01-22,1999-01-24,69,29,2,1993-01-20,2193
Clinton,1999-01-15,1999-01-17,69,29,2,1993-01-20,2186
Clinton,1999-01-08,1999-01-10,67,30,3,1993-01-20,2179
Clinton,1998-12-19,1998-12-20,73,25,2,1993-01-20,2159
Clinton,1998-12-15,1998-12-16,63,33,4,1993-01-20,2155
Clinton,1998-12-12,1998-12-13,64,34,2,1993-01-20,2152
Clinton,1998-12-04,1998-12-06,66,30,4,1993-01-20,2144
Clinton,1998-11-20,1998-11-22,66,30,4,1993-01-20,2130
Clinton,1998-11-13,1998-11-15,66,31,3,1993-01-20,2123
Clinton,1998-10-29,1998-11-01,66,30,4,1993-01-20,2108
Clinton,1998-10-23,1998-10-25,65,32,3,1993-01-20,2102
Clinton,1998-10-09,1998-10-12,65,32,3,1993-01-20,2088
Clinton,1998-10-06,1998-10-07,63,34,3,1993-01-20,2085
Clinton,1998-09-23,1998-09-24,66,31,3,1993-01-20,2072
Clinton,1998-09-14,1998-09-15,63,35,2,1993-01-20,2063
Clinton,1998-09-11,1998-09-12,63,34,3,1993-01-20,2060
Clinton,1998-08-21,1998-08-23,62,35,3,1993-01-20,2039
Clinton,1998-08-10,1998-08-12,65,30,5,1993-01-20,2028
Clinton,1998-08-07,1998-08-08,64,32,4,1993-01-20,2025
Clinton,1998-07-13,1998-07-14,63,31,6,1993-01-20,2000
Clinton,1998-07-07,1998-07-08,61,34,5,1993-01-20,1994
Clinton,1998-06-22,1998-06-23,60,34,6,1993-01-20,1979
Clinton,1998-06-05,1998-06-07,60,34,6,1993-01-20,1962
Clinton,1998-05-08,1998-05-10,64,31,5,1993-01-20,1934
Clinton,1998-04-17,1998-04-19,63,31,6,1993-01-20,1913
Clinton,1998-03-20,1998-03-22,66,28,6,1993-01-20,1885
Clinton,1998-03-06,1998-03-09,63,31,6,1993-01-20,1871
Clinton,1998-02-20,1998-02-22,66,29,5,1993-01-20,1857
Clinton,1998-02-13,1998-02-15,66,30,4,1993-01-20,1850
Clinton,1998-01-30,1998-02-01,69,28,3,1993-01-20,1836
Clinton,1998-01-25,1998-01-26,59,37,4,1993-01-20,1831
Clinton,1998-01-23,1998-01-24,58,36,6,1993-01-20,1829
Clinton,1998-01-16,1998-01-18,60,30,10,1993-01-20,1822
Clinton,1998-01-06,1998-01-07,59,32,9,1993-01-20,1812
Clinton,1997-12-18,1997-12-21,56,36,8,1993-01-20,1793
Clinton,1997-11-21,1997-11-23,61,30,9,1993-01-20,1766
Clinton,1997-11-06,1997-11-09,59,31,10,1993-01-20,1751
Clinton,1997-10-27,1997-10-29,59,32,9,1993-01-20,1741
Clinton,1997-10-03,1997-10-05,55,36,9,1993-01-20,1717
Clinton,1997-09-25,1997-09-28,58,33,9,1993-01-20,1709
Clinton,1997-09-06,1997-09-07,61,28,11,1993-01-20,1690
Clinton,1997-08-22,1997-08-25,60,34,6,1993-01-20,1675
Clinton,1997-08-12,1997-08-13,61,32,7,1993-01-20,1665
Clinton,1997-07-25,1997-07-27,58,34,8,1993-01-20,1647
Clinton,1997-06-26,1997-06-29,55,36,9,1993-01-20,1618
Clinton,1997-05-30,1997-06-01,57,35,8,1993-01-20,1591
Clinton,1997-05-06,1997-05-07,57,35,8,1993-01-20,1567
Clinton,1997-04-18,1997-04-20,54,37,9,1993-01-20,1549
Clinton,1997-03-24,1997-03-26,59,35,6,1993-01-20,1524
Clinton,1997-02-24,1997-02-26,57,33,10,1993-01-20,1496
Clinton,1997-01-30,1997-02-02,60,31,9,1993-01-20,1471
Clinton,1997-01-10,1997-01-13,62,31,7,1993-01-20,1451
Clinton,1997-01-03,1997-01-05,58,35,7,1993-01-20,1444
Clinton,1996-12-09,1996-12-11,58,34,8,1993-01-20,1419
Clinton,1996-11-21,1996-11-24,58,35,7,1993-01-20,1401
Clinton,1996-10-26,1996-10-29,54,36,10,1993-01-20,1375
Clinton,1996-10-02,1996-10-03,57,36,7,1993-01-20,1351
Clinton,1996-10-01,1996-10-02,58,34,8,1993-01-20,1350
Clinton,1996-09-07,1996-09-09,60,31,9,1993-01-20,1326
Clinton,1996-08-30,1996-09-01,60,33,7,1993-01-20,1318
Clinton,1996-08-23,1996-08-25,53,39,8,1993-01-20,1311
Clinton,1996-08-16,1996-08-18,52,39,9,1993-01-20,1304
Clinton,1996-08-05,1996-08-07,57,36,7,1993-01-20,1293
Clinton,1996-07-25,1996-07-28,58,35,7,1993-01-20,1282
Clinton,1996-07-18,1996-07-21,57,35,8,1993-01-20,1275
Clinton,1996-06-27,1996-06-30,52,42,6,1993-01-20,1254
Clinton,1996-06-18,1996-06-19,58,37,5,1993-01-20,1245
Clinton,1996-05-28,1996-05-29,53,38,9,1993-01-20,1224
Clinton,1996-05-09,1996-05-12,55,39,6,1993-01-20,1205
Clinton,1996-04-25,1996-04-28,56,37,7,1993-01-20,1191
Clinton,1996-04-09,1996-04-10,54,40,6,1993-01-20,1175
Clinton,1996-03-15,1996-03-17,52,39,9,1993-01-20,1150
Clinton,1996-03-08,1996-03-10,54,37,9,1993-01-20,1143
Clinton,1996-02-23,1996-02-25,53,40,7,1993-01-20,1129
Clinton,1996-01-26,1996-01-29,52,42,6,1993-01-20,1101
Clinton,1996-01-12,1996-01-15,46,47,7,1993-01-20,1087
Clinton,1996-01-05,1996-01-07,42,49,9,1993-01-20,1080
Clinton,1995-12-15,1995-12-18,51,44,5,1993-01-20,1059
Clinton,1995-11-17,1995-11-18,53,38,9,1993-01-20,1031
Clinton,1995-11-06,1995-11-08,52,41,7,1993-01-20,1020
Clinton,1995-10-19,1995-10-22,49,40,11,1993-01-20,1002
Clinton,1995-10-05,1995-10-07,46,42,12,1993-01-20,988
Clinton,1995-09-22,1995-09-24,48,44,8,1993-01-20,975
Clinton,1995-09-14,1995-09-17,44,44,12,1993-01-20,967
Clinton,1995-08-28,1995-08-30,46,43,11,1993-01-20,950
Clinton,1995-08-11,1995-08-14,46,44,10,1993-01-20,933
Clinton,1995-08-04,1995-08-07,46,42,12,1993-01-20,926
Clinton,1995-07-20,1995-07-23,46,44,10,1993-01-20,911
Clinton,1995-07-07,1995-07-09,48,42,10,1993-01-20,898
Clinton,1995-06-05,1995-06-06,47,42,11,1993-01-20,866
Clinton,1995-05-11,1995-05-14,51,42,7,1993-01-20,841
Clinton,1995-04-21,1995-04-24,51,39,10,1993-01-20,821
Clinton,1995-04-17,1995-04-19,46,45,9,1993-01-20,817
Clinton,1995-04-05,1995-04-06,47,45,8,1993-01-20,805
Clinton,1995-03-27,1995-03-29,44,47,9,1993-01-20,796
Clinton,1995-03-17,1995-03-19,46,45,9,1993-01-20,786
Clinton,1995-02-24,1995-02-26,42,48,10,1993-01-20,765
Clinton,1995-02-03,1995-02-05,49,44,7,1993-01-20,744
Clinton,1995-01-16,1995-01-18,47,45,8,1993-01-20,726
Clinton,1994-12-28,1994-12-30,40,52,8,1993-01-20,707
Clinton,1994-12-16,1994-12-18,42,53,5,1993-01-20,695
Clinton,1994-12-02,1994-12-05,42,50,8,1993-01-20,681
Clinton,1994-11-28,1994-11-29,43,49,8,1993-01-20,677
Clinton,1994-11-02,1994-11-06,46,46,8,1993-01-20,651
Clinton,1994-10-22,1994-10-25,48,46,6,1993-01-20,640
Clinton,1994-10-18,1994-10-19,41,52,7,1993-01-20,636
Clinton,1994-10-07,1994-10-09,42,52,6,1993-01-20,625
Clinton,1994-09-23,1994-09-25,43,51,6,1993-01-20,611
Clinton,1994-09-16,1994-09-18,42,50,8,1993-01-20,604
Clinton,1994-09-06,1994-09-07,39,54,7,1993-01-20,594
Clinton,1994-08-15,1994-08-16,39,52,9,1993-01-20,572
Clinton,1994-08-08,1994-08-09,43,48,9,1993-01-20,565
Clinton,1994-07-15,1994-07-17,42,49,9,1993-01-20,541
Clinton,1994-07-01,1994-07-03,43,48,9,1993-01-20,527
Clinton,1994-06-25,1994-06-28,44,47,9,1993-01-20,521
Clinton,1994-06-11,1994-06-12,49,44,7,1993-01-20,507
Clinton,1994-06-03,1994-06-06,46,47,7,1993-01-20,499
Clinton,1994-05-20,1994-05-22,51,42,7,1993-01-20,485
Clinton,1994-04-22,1994-04-24,48,44,8,1993-01-20,457
Clinton,1994-04-16,1994-04-18,51,41,8,1993-01-20,451
Clinton,1994-03-28,1994-03-30,51,42,7,1993-01-20,432
Clinton,1994-03-25,1994-03-27,52,41,7,1993-01-20,429
Clinton,1994-03-11,1994-03-13,50,41,9,1993-01-20,415
Clinton,1994-03-07,1994-03-08,50,42,8,1993-01-20,411
Clinton,1994-02-26,1994-02-28,53,41,6,1993-01-20,402
Clinton,1994-01-28,1994-01-30,58,35,7,1993-01-20,373
Clinton,1994-01-15,1994-01-17,54,38,8,1993-01-20,360
Clinton,1994-01-06,1994-01-08,54,38,8,1993-01-20,351
Clinton,1993-12-17,1993-12-19,54,40,6,1993-01-20,331
Clinton,1993-12-04,1993-12-06,52,38,10,1993-01-20,318
Clinton,1993-11-19,1993-11-21,48,43,9,1993-01-20,303
Clinton,1993-11-15,1993-11-16,50,43,7,1993-01-20,299
Clinton,1993-11-02,1993-11-04,48,45,7,1993-01-20,286
Clinton,1993-10-28,1993-10-30,48,45,7,1993-01-20,281
Clinton,1993-10-13,1993-10-18,47,44,9,1993-01-20,266
Clinton,1993-10-08,1993-10-10,50,42,8,1993-01-20,261
Clinton,1993-09-24,1993-09-26,56,36,8,1993-01-20,247
Clinton,1993-09-13,1993-09-15,46,43,11,1993-01-20,236
Clinton,1993-09-10,1993-09-12,47,42,11,1993-01-20,233
Clinton,1993-08-23,1993-08-25,44,47,9,1993-01-20,215
Clinton,1993-08-08,1993-08-10,44,48,8,1993-01-20,200
Clinton,1993-07-19,1993-07-21,41,49,10,1993-01-20,180
Clinton,1993-07-09,1993-07-11,45,48,7,1993-01-20,170
Clinton,1993-06-29,1993-06-30,46,47,7,1993-01-20,160
Clinton,1993-06-18,1993-06-21,39,50,11,1993-01-20,149
Clinton,1993-06-05,1993-06-06,37,49,14,1993-01-20,136
Clinton,1993-05-21,1993-05-23,44,46,10,1993-01-20,121
Clinton,1993-05-10,1993-05-12,45,44,11,1993-01-20,110
Clinton,1993-04-22,1993-04-24,55,37,8,1993-01-20,92
Clinton,1993-03-29,1993-03-31,52,37,11,1993-01-20,68
Clinton,1993-03-12,1993-03-14,53,34,13,1993-01-20,51
Clinton,1993-02-26,1993-02-28,59,29,12,1993-01-20,37
Clinton,1993-02-12,1993-02-14,51,34,15,1993-01-20,23
Clinton,1993-01-29,1993-01-31,54,30,16,1993-01-20,9
Clinton,1993-01-24,1993-01-26,58,20,22,1993-01-20,4
Bush1,1993-01-08,1993-01-11,56,37,7,1989-01-20,1449
Bush1,1992-12-18,1992-12-20,49,41,10,1989-01-20,1428
Bush1,1992-12-04,1992-12-06,49,47,4,1989-01-20,1414
Bush1,1992-11-20,1992-11-22,43,46,11,1989-01-20,1400
Bush1,1992-10-13,1992-10-15,34,56,10,1989-01-20,1362
Bush1,1992-10-01,1992-10-03,33,58,9,1989-01-20,1350
Bush1,1992-09-17,1992-09-20,36,54,10,1989-01-20,1336
Bush1,1992-09-11,1992-09-15,39,55,6,1989-01-20,1330
Bush1,1992-08-31,1992-09-02,39,54,7,1989-01-20,1319
Bush1,1992-08-21,1992-08-22,40,54,6,1989-01-20,1309
Bush1,1992-08-10,1992-08-12,35,58,7,1989-01-20,1298
Bush1,1992-07-31,1992-08-02,29,60,11,1989-01-20,1288
Bush1,1992-07-24,1992-07-26,32,59,9,1989-01-20,1281
Bush1,1992-06-26,1992-06-30,38,55,7,1989-01-20,1253
Bush1,1992-06-12,1992-06-14,37,55,8,1989-01-20,1239
Bush1,1992-06-04,1992-06-07,37,56,7,1989-01-20,1231
Bush1,1992-05-18,1992-05-20,41,52,7,1989-01-20,1214
Bush1,1992-05-07,1992-05-10,40,53,7,1989-01-20,1203
Bush1,1992-04-20,1992-04-22,42,48,10,1989-01-20,1186
Bush1,1992-04-09,1992-04-12,39,54,7,1989-01-20,1175
Bush1,1992-03-26,1992-03-29,42,51,7,1989-01-20,1161
Bush1,1992-03-20,1992-03-22,41,49,10,1989-01-20,1155
Bush1,1992-03-11,1992-03-12,41,47,12,1989-01-20,1146
Bush1,1992-02-28,1992-03-01,41,53,6,1989-01-20,1134
Bush1,1992-02-19,1992-02-20,39,47,14,1989-01-20,1125
Bush1,1992-02-06,1992-02-09,44,48,8,1989-01-20,1112
Bush1,1992-01-31,1992-02-02,47,48,5,1989-01-20,1106
Bush1,1992-01-16,1992-01-19,46,48,6,1989-01-20,1091
Bush1,1992-01-03,1992-01-06,46,47,7,1989-01-20,1078
Bush1,1991-12-12,1991-12-15,50,41,9,1989-01-20,1056
Bush1,1991-12-05,1991-12-08,52,42,6,1989-01-20,1049
Bush1,1991-11-21,1991-11-24,52,39,9,1989-01-20,1035
Bush1,1991-11-14,1991-11-17,56,36,8,1989-01-20,1028
Bush1,1991-11-07,1991-11-10,56,36,8,1989-01-20,1021
Bush1,1991-10-31,1991-11-03,59,33,8,1989-01-20,1014
Bush1,1991-10-24,1991-10-27,62,29,9,1989-01-20,1007
Bush1,1991-10-17,1991-10-20,66,26,8,1989-01-20,1000
Bush1,1991-10-10,1991-10-13,66,28,6,1989-01-20,993
Bush1,1991-10-03,1991-10-06,65,27,8,1989-01-20,986
Bush1,1991-09-26,1991-09-29,66,25,9,1989-01-20,979
Bush1,1991-09-13,1991-09-15,68,22,10,1989-01-20,966
Bush1,1991-09-05,1991-09-08,70,21,9,1989-01-20,958
Bush1,1991-08-29,1991-09-03,69,22,9,1989-01-20,951
Bush1,1991-08-23,1991-08-25,74,19,7,1989-01-20,945
Bush1,1991-08-08,1991-08-11,71,22,7,1989-01-20,930
Bush1,1991-07-25,1991-07-28,71,21,8,1989-01-20,916
Bush1,1991-07-18,1991-07-21,70,21,9,1989-01-20,909
Bush1,1991-07-11,1991-07-14,72,21,7,1989-01-20,902
Bush1,1991-06-27,1991-06-30,72,23,5,1989-01-20,888
Bush1,1991-06-13,1991-06-16,71,19,10,1989-01-20,874
Bush1,1991-05-30,1991-06-02,74,17,9,1989-01-20,860
Bush1,1991-05-23,1991-05-26,76,16,8,1989-01-20,853
Bush1,1991-05-16,1991-05-19,77,15,8,1989-01-20,846
Bush1,1991-05-02,1991-05-05,74,19,7,1989-01-20,832
Bush1,1991-04-25,1991-04-28,76,15,9,1989-01-20,825
Bush1,1991-04-11,1991-04-14,77,13,10,1989-01-20,811
Bush1,1991-04-04,1991-04-06,83,12,5,1989-01-20,804
Bush1,1991-03-28,1991-03-30,82,11,7,1989-01-20,797
Bush1,1991-03-21,1991-03-24,84,10,6,1989-01-20,790
